經度緯度,經度,緯度,經度緯度
22.9078122.5441,22.9078,122.5441,22.9078122.5441
22.916122.5064,22.916,122.5064,22.916122.5064
22.9337122.5626,22.9337,122.5626,22.9337122.5626
22.9073122.5657,22.9073,122.5657,22.9073122.5657
22.8809122.6035,22.8809,122.6035,22.8809122.6035
22.9167122.6301,22.9167,122.6301,22.9167122.6301
22.8906122.6165,22.8906,122.6165,22.8906122.6165
22.9174122.7093,22.9174,122.7093,22.9174122.7093
22.9138122.5511,22.9138,122.5511,22.9138122.5511
22.9459122.501,22.9459,122.501,22.9459122.501
22.9379122.5335,22.9379,122.5335,22.9379122.5335
22.9274122.5486,22.9274,122.5486,22.9274122.5486
22.9493122.5206,22.9493,122.5206,22.9493122.5206
22.9559122.5327,22.9559,122.5327,22.9559122.5327
22.9252122.5038,22.9252,122.5038,22.9252122.5038
22.9146122.5711,22.9146,122.5711,22.9146122.5711
22.9343122.5262,22.9343,122.5262,22.9343122.5262
22.9275122.5645,22.9275,122.5645,22.9275122.5645
22.9387122.5444,22.9387,122.5444,22.9387122.5444
23.1223122.5445,23.1223,122.5445,23.1223122.5445
23.1099122.5966,23.1099,122.5966,23.1099122.5966
23.1182122.5873,23.1182,122.5873,23.1182122.5873
23.1173122.6135,23.1173,122.6135,23.1173122.6135
23.1162122.6069,23.1162,122.6069,23.1162122.6069
23.1321122.6051,23.1321,122.6051,23.1321122.6051
23.1121122.58,23.1121,122.58,23.1121122.58
23.1013122.5918,23.1013,122.5918,23.1013122.5918
22.9884122.5632,22.9884,122.5632,22.9884122.5632
23.0106122.508,23.0106,122.508,23.0106122.508
22.9031122.5742,22.9031,122.5742,22.9031122.5742
23.1362122.6308,23.1362,122.6308,23.1362122.6308
22.8928122.6035,22.8928,122.6035,22.8928122.6035
24.7156372070312120.803413391113,24.7156372070312,120.803413391113,24.7156372070312120.803413391113
22.9288122.5714,22.9288,122.5714,22.9288122.5714
22.9376122.5352,22.9376,122.5352,22.9376122.5352
22.9359122.5556,22.9359,122.5556,22.9359122.5556
22.9477122.5758,22.9477,122.5758,22.9477122.5758
23.0969122.6619,23.0969,122.6619,23.0969122.6619
23.0968122.68,23.0968,122.68,23.0968122.68
23.5232119.3178,23.5232,119.3178,23.5232119.3178
23.6096119.2967,23.6096,119.2967,23.6096119.2967
23.6809119.3567,23.6809,119.3567,23.6809119.3567
23.5476119.2826,23.5476,119.2826,23.5476119.2826
23.5547119.2749,23.5547,119.2749,23.5547119.2749
23.7295303344727119.220375061035,23.7295303344727,119.220375061035,23.7295303344727119.220375061035
22.8926122.5951,22.8926,122.5951,22.8926122.5951
22.9085122.5894,22.9085,122.5894,22.9085122.5894
22.9891122.5122,22.9891,122.5122,22.9891122.5122
22.9546122.5815,22.9546,122.5815,22.9546122.5815
22.9522122.5713,22.9522,122.5713,22.9522122.5713
22.9268122.5779,22.9268,122.5779,22.9268122.5779
22.9293122.5974,22.9293,122.5974,22.9293122.5974
23.0819122.6884,23.0819,122.6884,23.0819122.6884
22.9213122.5882,22.9213,122.5882,22.9213122.5882
22.935122.5811,22.935,122.5811,22.935122.5811
22.9323122.6004,22.9323,122.6004,22.9323122.6004
22.9454122.5997,22.9454,122.5997,22.9454122.5997
22.8941122.6196,22.8941,122.6196,22.8941122.6196
22.8883122.6314,22.8883,122.6314,22.8883122.6314
22.8756122.6519,22.8756,122.6519,22.8756122.6519
22.8817122.6178,22.8817,122.6178,22.8817122.6178
22.8573122.6441,22.8573,122.6441,22.8573122.6441
22.8592122.6761,22.8592,122.6761,22.8592122.6761
22.8684122.6341,22.8684,122.6341,22.8684122.6341
22.8864122.5791,22.8864,122.5791,22.8864122.5791
22.9374122.5712,22.9374,122.5712,22.9374122.5712
22.9055122.5872,22.9055,122.5872,22.9055122.5872
22.9032122.5632,22.9032,122.5632,22.9032122.5632
23.1171122.6839,23.1171,122.6839,23.1171122.6839
23.1174122.7137,23.1174,122.7137,23.1174122.7137
23.1081122.7018,23.1081,122.7018,23.1081122.7018
22.9342122.5643,22.9342,122.5643,22.9342122.5643
22.9371122.5809,22.9371,122.5809,22.9371122.5809
22.93122.6073,22.93,122.6073,22.93122.6073
22.9398122.6088,22.9398,122.6088,22.9398122.6088
22.9671122.5873,22.9671,122.5873,22.9671122.5873
22.9325122.6208,22.9325,122.6208,22.9325122.6208
22.9398122.6421,22.9398,122.6421,22.9398122.6421
22.9316122.6477,22.9316,122.6477,22.9316122.6477
22.9393122.552,22.9393,122.552,22.9393122.552
23.5566119.3504,23.5566,119.3504,23.5566119.3504
22.9229122.598,22.9229,122.598,22.9229122.598
22.9312122.5926,22.9312,122.5926,22.9312122.5926
22.9233122.6126,22.9233,122.6126,22.9233122.6126
22.8939122.6224,22.8939,122.6224,22.8939122.6224
22.9142122.6146,22.9142,122.6146,22.9142122.6146
22.9372122.5774,22.9372,122.5774,22.9372122.5774
22.9344122.6008,22.9344,122.6008,22.9344122.6008
22.9223122.66,22.9223,122.66,22.9223122.66
22.9358122.518,22.9358,122.518,22.9358122.518
22.9358122.6315,22.9358,122.6315,22.9358122.6315
22.9371122.6216,22.9371,122.6216,22.9371122.6216
22.9094122.5935,22.9094,122.5935,22.9094122.5935
22.9152122.6476,22.9152,122.6476,22.9152122.6476
22.9071122.6847,22.9071,122.6847,22.9071122.6847
22.8324122.6755,22.8324,122.6755,22.8324122.6755
22.833122.6865,22.833,122.6865,22.833122.6865
22.8513122.663,22.8513,122.663,22.8513122.663
22.8393122.6653,22.8393,122.6653,22.8393122.6653
22.8182122.7006,22.8182,122.7006,22.8182122.7006
22.9218122.6207,22.9218,122.6207,22.9218122.6207
22.9323122.6025,22.9323,122.6025,22.9323122.6025
22.9231122.6195,22.9231,122.6195,22.9231122.6195
22.931122.6359,22.931,122.6359,22.931122.6359
22.9343122.6792,22.9343,122.6792,22.9343122.6792
23.001122.5838,23.001,122.5838,23.001122.5838
23.021122.5441,23.021,122.5441,23.021122.5441
23.0148122.5552,23.0148,122.5552,23.0148122.5552
23.0193122.5897,23.0193,122.5897,23.0193122.5897
22.9589122.6173,22.9589,122.6173,22.9589122.6173
22.9271122.6016,22.9271,122.6016,22.9271122.6016
22.8882122.6289,22.8882,122.6289,22.8882122.6289
23.0118122.5564,23.0118,122.5564,23.0118122.5564
22.9891122.5624,22.9891,122.5624,22.9891122.5624
22.9671122.6103,22.9671,122.6103,22.9671122.6103
22.917122.6086,22.917,122.6086,22.917122.6086
22.9202122.638,22.9202,122.638,22.9202122.638
23.4837119.3458,23.4837,119.3458,23.4837119.3458
23.0177122.5576,23.0177,122.5576,23.0177122.5576
23.0069122.5536,23.0069,122.5536,23.0069122.5536
22.8941122.6174,22.8941,122.6174,22.8941122.6174
22.9322122.6036,22.9322,122.6036,22.9322122.6036
22.9372122.5677,22.9372,122.5677,22.9372122.5677
22.9588122.6107,22.9588,122.6107,22.9588122.6107
22.942122.6246,22.942,122.6246,22.942122.6246
23.0153122.5667,23.0153,122.5667,23.0153122.5667
22.9926122.5804,22.9926,122.5804,22.9926122.5804
23.0069122.5525,23.0069,122.5525,23.0069122.5525
22.8957122.6723,22.8957,122.6723,22.8957122.6723
22.9074122.6478,22.9074,122.6478,22.9074122.6478
22.8992122.6422,22.8992,122.6422,22.8992122.6422
22.8737122.699,22.8737,122.699,22.8737122.699
22.8855122.6184,22.8855,122.6184,22.8855122.6184
22.8898122.608,22.8898,122.608,22.8898122.608
22.8435122.7134,22.8435,122.7134,22.8435122.7134
22.8904122.6411,22.8904,122.6411,22.8904122.6411
22.9101122.623,22.9101,122.623,22.9101122.623
22.9869122.6053,22.9869,122.6053,22.9869122.6053
22.8481122.6839,22.8481,122.6839,22.8481122.6839
22.9188122.6647,22.9188,122.6647,22.9188122.6647
22.9222122.675,22.9222,122.675,22.9222122.675
22.92122.6287,22.92,122.6287,22.92122.6287
22.917122.6402,22.917,122.6402,22.917122.6402
22.9239122.6646,22.9239,122.6646,22.9239122.6646
22.933122.6646,22.933,122.6646,22.933122.6646
22.9159122.6928,22.9159,122.6928,22.9159122.6928
22.8681122.6696,22.8681,122.6696,22.8681122.6696
22.8373122.7089,22.8373,122.7089,22.8373122.7089
22.8993122.6361,22.8993,122.6361,22.8993122.6361
22.9466122.607,22.9466,122.607,22.9466122.607
22.9055122.6217,22.9055,122.6217,22.9055122.6217
23.0066122.6004,23.0066,122.6004,23.0066122.6004
22.9279122.565,22.9279,122.565,22.9279122.565
23.0239122.4799,23.0239,122.4799,23.0239122.4799
22.9259122.6362,22.9259,122.6362,22.9259122.6362
22.928122.6212,22.928,122.6212,22.928122.6212
22.8445122.7018,22.8445,122.7018,22.8445122.7018
22.8985122.6124,22.8985,122.6124,22.8985122.6124
22.9184122.6752,22.9184,122.6752,22.9184122.6752
22.9231122.6416,22.9231,122.6416,22.9231122.6416
22.9052122.6744,22.9052,122.6744,22.9052122.6744
22.8642122.7023,22.8642,122.7023,22.8642122.7023
22.8763122.6725,22.8763,122.6725,22.8763122.6725
22.914122.6403,22.914,122.6403,22.914122.6403
22.8995122.6282,22.8995,122.6282,22.8995122.6282
22.9283122.6447,22.9283,122.6447,22.9283122.6447
22.8981122.6018,22.8981,122.6018,22.8981122.6018
22.888122.6023,22.888,122.6023,22.888122.6023
22.9164122.5899,22.9164,122.5899,22.9164122.5899
22.8327122.7022,22.8327,122.7022,22.8327122.7022
22.9581122.5383,22.9581,122.5383,22.9581122.5383
22.9773122.6116,22.9773,122.6116,22.9773122.6116
22.8713122.7172,22.8713,122.7172,22.8713122.7172
22.8636122.6333,22.8636,122.6333,22.8636122.6333
22.9119122.5817,22.9119,122.5817,22.9119122.5817
22.9074122.594,22.9074,122.594,22.9074122.594
22.9044122.6769,22.9044,122.6769,22.9044122.6769
22.9518122.6745,22.9518,122.6745,22.9518122.6745
22.9089122.6403,22.9089,122.6403,22.9089122.6403
22.9077122.657,22.9077,122.657,22.9077122.657
22.8578122.6782,22.8578,122.6782,22.8578122.6782
22.8773122.6502,22.8773,122.6502,22.8773122.6502
22.8744122.6663,22.8744,122.6663,22.8744122.6663
22.9018122.6713,22.9018,122.6713,22.9018122.6713
22.8893122.6994,22.8893,122.6994,22.8893122.6994
22.872122.6748,22.872,122.6748,22.872122.6748
22.8735122.7125,22.8735,122.7125,22.8735122.7125
22.8807122.7116,22.8807,122.7116,22.8807122.7116
22.8876122.6706,22.8876,122.6706,22.8876122.6706
22.9016122.6985,22.9016,122.6985,22.9016122.6985
22.8573122.609,22.8573,122.609,22.8573122.609
22.8509122.6408,22.8509,122.6408,22.8509122.6408
22.9238122.6321,22.9238,122.6321,22.9238122.6321
23.0093122.5839,23.0093,122.5839,23.0093122.5839
22.9958122.5671,22.9958,122.5671,22.9958122.5671
24.8437121.6407,24.8437,121.6407,24.8437121.6407
22.9275122.5824,22.9275,122.5824,22.9275122.5824
22.9413122.5804,22.9413,122.5804,22.9413122.5804
22.924122.5863,22.924,122.5863,22.924122.5863
22.9253122.6309,22.9253,122.6309,22.9253122.6309
22.9239122.6606,22.9239,122.6606,22.9239122.6606
22.9292122.65,22.9292,122.65,22.9292122.65
22.9072122.6758,22.9072,122.6758,22.9072122.6758
22.9377122.6362,22.9377,122.6362,22.9377122.6362
22.9625122.6669,22.9625,122.6669,22.9625122.6669
22.8861122.6984,22.8861,122.6984,22.8861122.6984
22.9111122.6495,22.9111,122.6495,22.9111122.6495
22.9925122.621,22.9925,122.621,22.9925122.621
22.9777122.6143,22.9777,122.6143,22.9777122.6143
22.9136122.6322,22.9136,122.6322,22.9136122.6322
22.9218122.6376,22.9218,122.6376,22.9218122.6376
22.933122.6119,22.933,122.6119,22.933122.6119
22.8717122.7057,22.8717,122.7057,22.8717122.7057
22.9242122.6257,22.9242,122.6257,22.9242122.6257
22.8749122.6912,22.8749,122.6912,22.8749122.6912
22.8778122.6748,22.8778,122.6748,22.8778122.6748
22.9287122.6179,22.9287,122.6179,22.9287122.6179
22.9366122.6372,22.9366,122.6372,22.9366122.6372
22.9399122.6125,22.9399,122.6125,22.9399122.6125
22.9222122.6391,22.9222,122.6391,22.9222122.6391
22.9207122.6493,22.9207,122.6493,22.9207122.6493
22.8965122.6823,22.8965,122.6823,22.8965122.6823
22.8922122.7095,22.8922,122.7095,22.8922122.7095
22.9271122.6531,22.9271,122.6531,22.9271122.6531
22.9972122.6285,22.9972,122.6285,22.9972122.6285
23.0092122.5692,23.0092,122.5692,23.0092122.5692
23.0207122.5581,23.0207,122.5581,23.0207122.5581
22.9113122.6504,22.9113,122.6504,22.9113122.6504
22.9069122.6793,22.9069,122.6793,22.9069122.6793
22.9305122.6519,22.9305,122.6519,22.9305122.6519
22.9237122.6069,22.9237,122.6069,22.9237122.6069
22.932122.6379,22.932,122.6379,22.932122.6379
22.9122122.6604,22.9122,122.6604,22.9122122.6604
22.9153122.6398,22.9153,122.6398,22.9153122.6398
22.9284122.6311,22.9284,122.6311,22.9284122.6311
22.9361122.6393,22.9361,122.6393,22.9361122.6393
22.9237122.6324,22.9237,122.6324,22.9237122.6324
23.0134122.5793,23.0134,122.5793,23.0134122.5793
22.9229122.6841,22.9229,122.6841,22.9229122.6841
22.9454122.6167,22.9454,122.6167,22.9454122.6167
22.9984122.636,22.9984,122.636,22.9984122.636
22.9135122.6703,22.9135,122.6703,22.9135122.6703
22.9115122.6836,22.9115,122.6836,22.9115122.6836
25.0274295806885120.517593383789,25.0274295806885,120.517593383789,25.0274295806885120.517593383789
22.9162122.6395,22.9162,122.6395,22.9162122.6395
22.9504122.6139,22.9504,122.6139,22.9504122.6139
22.9394122.6246,22.9394,122.6246,22.9394122.6246
22.9148122.6588,22.9148,122.6588,22.9148122.6588
22.9328122.6415,22.9328,122.6415,22.9328122.6415
23.0135122.6523,23.0135,122.6523,23.0135122.6523
22.9005122.6768,22.9005,122.6768,22.9005122.6768
22.9277122.6361,22.9277,122.6361,22.9277122.6361
22.9237122.6642,22.9237,122.6642,22.9237122.6642
22.8556122.6806,22.8556,122.6806,22.8556122.6806
22.8447122.7164,22.8447,122.7164,22.8447122.7164
22.9069122.6999,22.9069,122.6999,22.9069122.6999
22.8867122.6609,22.8867,122.6609,22.8867122.6609
22.9348122.6237,22.9348,122.6237,22.9348122.6237
22.9335122.6337,22.9335,122.6337,22.9335122.6337
22.9132122.6696,22.9132,122.6696,22.9132122.6696
22.9163122.6488,22.9163,122.6488,22.9163122.6488
22.8968122.6803,22.8968,122.6803,22.8968122.6803
22.9267122.6431,22.9267,122.6431,22.9267122.6431
22.9305122.6156,22.9305,122.6156,22.9305122.6156
22.9067122.653,22.9067,122.653,22.9067122.653
22.9298122.6353,22.9298,122.6353,22.9298122.6353
22.9286122.663,22.9286,122.663,22.9286122.663
22.9163122.6024,22.9163,122.6024,22.9163122.6024
22.8775122.7007,22.8775,122.7007,22.8775122.7007
22.9126122.6999,22.9126,122.6999,22.9126122.6999
22.9218122.6663,22.9218,122.6663,22.9218122.6663
22.9122122.6779,22.9122,122.6779,22.9122122.6779
22.9254122.6935,22.9254,122.6935,22.9254122.6935
22.907122.6822,22.907,122.6822,22.907122.6822
22.9166122.6553,22.9166,122.6553,22.9166122.6553
22.9114122.6717,22.9114,122.6717,22.9114122.6717
22.9079122.6454,22.9079,122.6454,22.9079122.6454
22.9014122.6876,22.9014,122.6876,22.9014122.6876
22.901122.6755,22.901,122.6755,22.901122.6755
22.916122.6722,22.916,122.6722,22.916122.6722
22.9642122.6683,22.9642,122.6683,22.9642122.6683
22.9977122.5653,22.9977,122.5653,22.9977122.5653
22.9959122.6241,22.9959,122.6241,22.9959122.6241
22.9856122.6541,22.9856,122.6541,22.9856122.6541
22.9895122.5861,22.9895,122.5861,22.9895122.5861
22.9701122.6197,22.9701,122.6197,22.9701122.6197
22.9971122.6101,22.9971,122.6101,22.9971122.6101
22.9645122.6359,22.9645,122.6359,22.9645122.6359
22.9195122.6217,22.9195,122.6217,22.9195122.6217
22.9558122.5734,22.9558,122.5734,22.9558122.5734
22.9473122.6022,22.9473,122.6022,22.9473122.6022
22.9269122.6028,22.9269,122.6028,22.9269122.6028
22.9377122.602,22.9377,122.602,22.9377122.602
22.9103122.6667,22.9103,122.6667,22.9103122.6667
22.9097122.7168,22.9097,122.7168,22.9097122.7168
22.9015122.711,22.9015,122.711,22.9015122.711
22.9246122.6447,22.9246,122.6447,22.9246122.6447
22.9191122.6836,22.9191,122.6836,22.9191122.6836
22.9137122.6935,22.9137,122.6935,22.9137122.6935
22.8919122.6782,22.8919,122.6782,22.8919122.6782
22.9124122.6743,22.9124,122.6743,22.9124122.6743
22.8907122.6944,22.8907,122.6944,22.8907122.6944
22.9285122.6319,22.9285,122.6319,22.9285122.6319
22.9208122.6759,22.9208,122.6759,22.9208122.6759
22.9222122.6655,22.9222,122.6655,22.9222122.6655
22.941122.613,22.941,122.613,22.941122.613
22.8992122.6472,22.8992,122.6472,22.8992122.6472
22.9061122.6787,22.9061,122.6787,22.9061122.6787
22.8899122.6404,22.8899,122.6404,22.8899122.6404
22.8457122.6857,22.8457,122.6857,22.8457122.6857
22.9324122.6149,22.9324,122.6149,22.9324122.6149
22.8812122.702,22.8812,122.702,22.8812122.702
22.8893122.6941,22.8893,122.6941,22.8893122.6941
22.9026122.7175,22.9026,122.7175,22.9026122.7175
22.9455122.5966,22.9455,122.5966,22.9455122.5966
22.926122.6032,22.926,122.6032,22.926122.6032
22.9463122.6098,22.9463,122.6098,22.9463122.6098
22.9151122.6595,22.9151,122.6595,22.9151122.6595
22.9274122.6928,22.9274,122.6928,22.9274122.6928
22.9249122.7115,22.9249,122.7115,22.9249122.7115
22.9377122.6295,22.9377,122.6295,22.9377122.6295
22.909122.7091,22.909,122.7091,22.909122.7091
22.935122.6561,22.935,122.6561,22.935122.6561
22.9169122.6829,22.9169,122.6829,22.9169122.6829
22.8775122.6708,22.8775,122.6708,22.8775122.6708
22.8983122.6737,22.8983,122.6737,22.8983122.6737
22.8674122.7122,22.8674,122.7122,22.8674122.7122
22.8729122.6816,22.8729,122.6816,22.8729122.6816
22.9067122.6364,22.9067,122.6364,22.9067122.6364
22.8692122.707,22.8692,122.707,22.8692122.707
22.9123122.705,22.9123,122.705,22.9123122.705
22.9314122.6626,22.9314,122.6626,22.9314122.6626
22.8779122.6857,22.8779,122.6857,22.8779122.6857
22.8857122.6715,22.8857,122.6715,22.8857122.6715
22.8953122.7083,22.8953,122.7083,22.8953122.7083
22.9047122.6317,22.9047,122.6317,22.9047122.6317
22.9242122.6662,22.9242,122.6662,22.9242122.6662
22.9271122.6456,22.9271,122.6456,22.9271122.6456
22.9628122.6628,22.9628,122.6628,22.9628122.6628
22.9786122.6468,22.9786,122.6468,22.9786122.6468
22.9359122.6555,22.9359,122.6555,22.9359122.6555
22.9339122.6709,22.9339,122.6709,22.9339122.6709
22.9463122.6344,22.9463,122.6344,22.9463122.6344
22.9096122.7075,22.9096,122.7075,22.9096122.7075
23.0231122.5904,23.0231,122.5904,23.0231122.5904
22.8925122.6869,22.8925,122.6869,22.8925122.6869
22.8903122.7006,22.8903,122.7006,22.8903122.7006
22.8747122.6396,22.8747,122.6396,22.8747122.6396
22.8634122.7023,22.8634,122.7023,22.8634122.7023
22.8734122.6767,22.8734,122.6767,22.8734122.6767
22.9144122.6836,22.9144,122.6836,22.9144122.6836
22.8794122.7086,22.8794,122.7086,22.8794122.7086
22.8818122.6947,22.8818,122.6947,22.8818122.6947
22.8997122.6752,22.8997,122.6752,22.8997122.6752
22.9177122.7047,22.9177,122.7047,22.9177122.7047
22.9058122.712,22.9058,122.712,22.9058122.712
22.907122.7122,22.907,122.7122,22.907122.7122
22.9217122.6503,22.9217,122.6503,22.9217122.6503
22.9169122.6842,22.9169,122.6842,22.9169122.6842
22.944122.6686,22.944,122.6686,22.944122.6686
22.9335122.6607,22.9335,122.6607,22.9335122.6607
22.9089122.636,22.9089,122.636,22.9089122.636
22.9377122.5943,22.9377,122.5943,22.9377122.5943
22.8716122.7155,22.8716,122.7155,22.8716122.7155
22.874122.7015,22.874,122.7015,22.874122.7015
22.8842122.7154,22.8842,122.7154,22.8842122.7154
22.8942122.6622,22.8942,122.6622,22.8942122.6622
22.8765122.7043,22.8765,122.7043,22.8765122.7043
22.9014122.663,22.9014,122.663,22.9014122.663
22.9407122.5802,22.9407,122.5802,22.9407122.5802
22.9483122.6462,22.9483,122.6462,22.9483122.6462
22.8868122.6743,22.8868,122.6743,22.8868122.6743
22.8846122.6879,22.8846,122.6879,22.8846122.6879
22.9221122.6757,22.9221,122.6757,22.9221122.6757
22.9231122.7101,22.9231,122.7101,22.9231122.7101
22.9742122.7075,22.9742,122.7075,22.9742122.7075
22.9987122.6678,22.9987,122.6678,22.9987122.6678
22.9914122.6739,22.9914,122.6739,22.9914122.6739
22.8993122.6825,22.8993,122.6825,22.8993122.6825
22.8976122.6932,22.8976,122.6932,22.8976122.6932
22.9148122.6674,22.9148,122.6674,22.9148122.6674
22.9063122.6372,22.9063,122.6372,22.9063122.6372
22.9074122.6988,22.9074,122.6988,22.9074122.6988
22.9427122.5782,22.9427,122.5782,22.9427122.5782
22.9003122.6653,22.9003,122.6653,22.9003122.6653
22.9028122.6833,22.9028,122.6833,22.9028122.6833
22.92122.6644,22.92,122.6644,22.92122.6644
22.9367122.7095,22.9367,122.7095,22.9367122.7095
22.8729122.7083,22.8729,122.7083,22.8729122.7083
22.9091122.6951,22.9091,122.6951,22.9091122.6951
22.911122.6817,22.911,122.6817,22.911122.6817
22.8819122.6963,22.8819,122.6963,22.8819122.6963
22.8523122.7164,22.8523,122.7164,22.8523122.7164
22.8655122.6841,22.8655,122.6841,22.8655122.6841
22.929122.6266,22.929,122.6266,22.929122.6266
22.9371122.6026,22.9371,122.6026,22.9371122.6026
22.9288122.645,22.9288,122.645,22.9288122.645
22.9272122.6394,22.9272,122.6394,22.9272122.6394
22.9272122.6137,22.9272,122.6137,22.9272122.6137
22.9201122.6901,22.9201,122.6901,22.9201122.6901
22.9186122.7008,22.9186,122.7008,22.9186122.7008
22.9185122.6614,22.9185,122.6614,22.9185122.6614
22.9143122.6904,22.9143,122.6904,22.9143122.6904
22.947122.6525,22.947,122.6525,22.947122.6525
22.9445122.6729,22.9445,122.6729,22.9445122.6729
22.9382122.702,22.9382,122.702,22.9382122.702
22.9339122.6705,22.9339,122.6705,22.9339122.6705
22.9308122.7103,22.9308,122.7103,22.9308122.7103
22.9514122.6062,22.9514,122.6062,22.9514122.6062
22.8916122.6909,22.8916,122.6909,22.8916122.6909
22.9238122.653,22.9238,122.653,22.9238122.653
22.8739122.6918,22.8739,122.6918,22.8739122.6918
22.8921122.6882,22.8921,122.6882,22.8921122.6882
22.9937122.6527,22.9937,122.6527,22.9937122.6527
